kategori,nama_makanan,protein_g,karbohidrat_g,lemak_g,serat_g,gula_g,kalori
shrimp and noodles with cream or white sauce,shrimp and noodles with cream or white sauce,7.1,16.2,5.2,0.7,1.6,140.8
shrimp and noodles with soy-based sauce,shrimp and noodles with soy-based sauce,10.2,8.3,7.2,0.6,0.9,139.1
shrimp and noodles with cheese sauce,shrimp and noodles with cheese sauce,8.2,13.4,5.4,0.6,0.2,134.8
shrimp and noodles with tomato sauce,shrimp and noodles with tomato sauce,6.5,15.4,5.2,1.1,1.4,134.4
tuna loaf,tuna loaf,21.1,9.3,11.9,0.4,2.2,228.3
tuna cake or patty,tuna cake or patty,15.3,2.6,14.9,0.2,0.5,205.8
clam cake or patty,clam cake or patty,19,6.8,15.3,0.2,0.5,241
oyster fritter,oyster fritter,6.9,5.2,16.2,0.2,0.4,194.6
flounder with crab stuffing,flounder with crab stuffing,15.1,5.7,5.5,0.3,0.9,132.6
lobster with bread stuffing,"lobster with bread stuffing, baked",15,9.8,8.2,0.5,1.2,172.7
clams casino,clams casino,8.7,9.8,4.7,1.2,2,116.7
mackerel cake or patty,mackerel cake or patty,16.5,10.8,17.6,1.2,1,267.9
haddock cake or patty,haddock cake or patty,13.9,10.3,13.1,1.1,1,214.5
shrimp cake or patty,shrimp cake or patty,18.1,3.7,15.4,0.2,0.5,226.1
shrimp with crab stuffing,shrimp with crab stuffing,16.4,6.1,8.9,0.3,0.4,170.4
shrimp toast,"shrimp toast, fried",8.4,11.7,15.5,0.8,1.4,220
seafood restructured,seafood restructured,7.6,15,0.5,0.5,6.2,94.6
seafood souffle,seafood souffle,9.9,5.5,9.7,0.1,2.2,149.2
tuna noodle casserole with cream or white sauce,tuna noodle casserole with cream or white sauce,10.1,15.4,7.2,0.7,2.1,166.7
tuna noodle casserole with mushroom sauce,tuna noodle casserole with mushroom sauce,9,13.9,5.1,0.8,1.1,137.9
tuna and rice with mushroom sauce,tuna and rice with mushroom sauce,4.6,15.4,5.2,0.4,0.6,126.3
fish and rice with tomato-based sauce,fish and rice with tomato-based sauce,5.4,16.5,5.1,0.7,1.2,133.8
fish and rice with cream sauce,fish and rice with cream sauce,5.5,15.8,4.9,0.2,1.3,129.4
fish and rice with mushroom sauce,fish and rice with mushroom sauce,5.3,16.1,5.2,0.4,0.6,132.2
fish and noodles with mushroom sauce,fish and noodles with mushroom sauce,6.3,14.8,5.1,0.8,0.8,130.3
shellfish and noodles with tomato-based sauce,shellfish and noodles with tomato-based sauce,6.6,15.7,5,1.1,1.4,134.6
stewed salmon,"stewed salmon, puerto rican style",12,8.5,7,1.3,1.3,145.1
meat loaf,"meat loaf, ns as to type of meat",17.5,7.2,11,0.4,1.8,197.6
meatballs,"meatballs, with breading, ns as to type of meat, with gravy",12.2,6.3,7.5,0.4,1.2,141.5
meat loaf made with beef and pork,meat loaf made with beef and pork,17.3,7.2,10.4,0.4,1.8,191.8
meat loaf made with beef,"meat loaf made with beef, veal and pork",17.3,7.2,10.4,0.4,1.8,191.8
meat loaf made with beef and pork,"meat loaf made with beef and pork, with tomato-based sauce",13.6,6.8,8.1,0.7,2.2,154.8
hash,"hash, ns as to type of meat",8.7,9.3,10.2,1.1,0.3,164.2
vienna sausages stewed with potatoes,"vienna sausages stewed with potatoes, puerto rican style",5.1,13.1,16.4,1.7,1.3,219.8
liver dumpling,liver dumpling,23.1,12.8,15.5,0.7,0.9,282.9
breaded brains,"breaded brains, puerto rican style",10.1,17.4,14.7,0.5,1.9,242.4
stewed,"stewed, seasoned, ground beef and pork with potatoes, mexican style",12.8,4.2,8,0.6,0.5,140.4
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.9,13.5,5.2,1.8,1.2,127.9
beef,"beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce",7,15,5.1,1.7,1.1,133.7
corned beef,"corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",4.8,13.7,6,1.8,1.2,128
corned beef,"corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",4.8,15.4,5.4,1.7,1.1,129.2
beef stew with potatoes and vegetables including carrots,"beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.2,8.2,4,1.2,1.6,89.7
beef stew with potatoes and vegetables excluding carrots,"beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.6,8.5,2.4,1.3,1,81.7
beef stew with potatoes and vegetables including carrots,"beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.2,8.6,2.2,1.4,1.2,79.1
beef stew with potatoes and vegetables excluding carrots,"beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.8,8.5,2.4,1.2,0.8,82.6
shepherd's pie with beef,shepherd's pie with beef,6.4,14.1,3.2,1.4,1.3,110.2
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.2,11.2,7.2,1.4,0.9,130
beef,"beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.3,12.4,6.3,1.3,0.9,127.7
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.3,11.1,7,1.4,1.3,129.1
beef,"beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.3,12.2,6.7,1.3,1.2,130.2
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.3,11.1,7,1.7,1.8,128.5
beef,"beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.4,12.3,6.6,1.6,1.7,129.7
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.1,11.8,5.4,1.4,1,128.7
beef,"beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.2,13,5.4,1.3,0.9,133.4
beef,"beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",11.8,6.1,8.8,1.1,1.4,150.9
beef,"beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",11.7,5.9,8.8,1,1.5,149.5
beef,"beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",8.7,16.7,5.2,1.5,0.9,148.4
beef,"beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8.8,18.3,4.9,1.4,0.8,152.5
beef chow mein or chop suey with noodles,beef chow mein or chop suey with noodles,10.8,11.2,4.9,1.5,1.6,131.8
beef,"beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",10.3,7.7,7.6,1.2,1.3,140.6
beef,"beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.3,7.5,7.6,1,1.4,140
beef,"beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.7,13.7,5.1,1.5,1.6,127.5
beef,"beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.8,14.9,5.1,1.4,1.6,132.2
beef,"beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",6.6,13.6,5,1.2,1.1,126.2
beef,"beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",6.6,14.6,5,1.1,1.1,130.1
beef,"beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.6,13.8,5,1.1,0.8,127.2
beef,"beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.7,14.9,5,1,0.7,131.9
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.5,18.4,4.9,1,0.7,147.4
beef,"beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",7.6,20,4.3,0.9,0.6,149.1
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.8,14.9,5.4,1.1,1.4,131.6
beef,"beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.9,16.1,5,1,1.4,132.9
stuffed cabbage rolls with beef and rice,stuffed cabbage rolls with beef and rice,8.4,8.6,5,1.3,3.4,113.2
stuffed grape leaves with beef and rice,stuffed grape leaves with beef and rice,7.8,11.3,18.4,3.1,2.5,241.9
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",5.8,14.7,5.2,0.9,1,128.8
beef,"beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",5.8,15.7,5.2,0.8,0.9,133.1
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.6,15.5,5.5,0.8,0.6,146.1
beef,"beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.2,15.8,5.2,0.7,0.5,143.3
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.8,15,5.2,0.8,0.6,129.7
beef,"beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.8,16.1,5.2,0.7,0.5,134.3
beef,"beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",10.6,8,7.7,1.1,1.4,143.9
beef,"beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.8,7.8,8,0.8,1.4,146
beef pot pie,beef pot pie,8,17.1,13.5,1.2,0.9,221.8
beef,"beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.1,11.6,6.3,0.9,1.1,127.3
beef,"beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.1,12.8,6.1,0.8,1.1,130.3
stuffed green pepper,"stuffed green pepper, puerto rican style",8.6,15.6,7.2,2.1,3.5,161.8
ham pot pie,ham pot pie,8,18.5,14.2,1.3,1.1,233.3
ham or pork,"ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8.4,18.3,4.9,1.4,0.8,151.1
ham or pork,"ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",8.4,16.7,5.2,1.5,0.9,147.1
ham or pork,"ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",9.2,15.3,6.4,1.1,0.7,155.8
pork,"pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.6,13.4,5.4,1.8,1.2,128.8
ham or pork,"ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.5,13.8,5,1.5,1.6,126.1
sausage,"sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.3,15.3,5.7,1.4,1.7,133.6
sausage,"sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.2,14.2,5.7,1.5,1.8,128.8
pork,"pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.1,11.3,7.1,1.7,1.8,129
pork,"pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.1,12.3,6.6,1.6,1.7,129.4
sausage,"sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3.7,11.6,7.5,1.4,1.1,129.1
sausage,"sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3.8,12.8,7.1,1.3,1.1,130.3
pork,"pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5,11.2,6.8,1.4,1,126.4
pork,"pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,12.4,6.4,1.3,0.9,127.5
pork,"pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.6,14.9,5.4,1.7,1.1,135.1
pork chow mein or chop suey with noodles,pork chow mein or chop suey with noodles,10.4,11.2,6.4,1.5,1.6,143.7
pork,"pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",10,8,7.9,1.1,1.4,143.2
pork,"pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.2,7.8,8.2,0.8,1.4,145.2
pork,"pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.6,15,5.1,1.1,1.4,127.9
pork,"pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.6,16.1,5.1,1,1.4,132.5
ham,"ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5.6,15,5.1,1.7,1.1,127.9
ham,"ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5.5,13.4,5.9,1.8,1.2,128.6
sweet and sour pork with rice,sweet and sour pork with rice,10.1,19.8,7.1,0.9,7.4,183.6
shepherd's pie with lamb,shepherd's pie with lamb,7.1,13.1,5.1,1.1,1.8,126.4
lamb or mutton stew with potatoes and vegetables including carrots,"lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",8.8,11.7,2.3,1.7,1.1,102.4
lamb or mutton,"lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,16.3,5.5,0.7,0.6,135.2
lamb or mutton,"lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.1,15.2,5.3,1.1,1.5,128.9
lamb or mutton,"lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",5,15.2,5.5,0.8,0.6,130.4
lamb or mutton stew with potatoes and vegetables excluding carrots,"lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.3,11.9,2.3,1.8,1.3,105.7
stuffed grape leaves with lamb and rice,stuffed grape leaves with lamb and rice,8.2,11.9,21.5,3.3,2.4,274
lamb or mutton stew with potatoes and vegetables including carrots,"lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8.2,11.7,1.9,1.9,1.7,96.6
lamb or mutton stew with potatoes and vegetables excluding carrots,"lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",8.8,11.9,1.9,1.9,2,99.9
veal fricassee,"veal fricassee, puerto rican style",16.4,7.2,8.1,1.2,1.3,167.3
veal stew with potatoes and vegetables including carrots,"veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.4,7.1,2.8,1.3,1.4,78.6
veal stew with potatoes and vegetables excluding carrots,"veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.2,8.5,2.6,1.4,1,82.1
rabbit stew with potatoes and vegetables,rabbit stew with potatoes and vegetables,7,4.4,1.8,0.7,1,61.9
stewed rabbit,"stewed rabbit, puerto rican style,",17.1,6.8,12.7,1,0.9,210.2
venison or deer stew with potatoes and vegetables including carrots,"venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7.5,8.4,0.8,1.6,2,71
venison or deer stew with potatoes and vegetables excluding carrots,"venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7.8,8.4,0.8,1.6,1.9,72.2
venison or deer,"venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,11.2,6.5,1.4,0.9,127
venison or deer,"venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,12.3,6.1,1.3,0.9,128.2
venison or deer,"venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7.4,13.6,5.1,1.5,1.6,130.3
venison or deer,"venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7.5,14.8,5.1,1.4,1.6,134.9
chicken or turkey,"chicken or turkey, potatoes, corn, and cheese, with gravy",4.6,13.2,6.2,1.1,1,126.9
chicken or turkey,"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.2,13.3,6,1.8,1.2,131.5
chicken or turkey,"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.2,14.8,5.7,1.7,1.1,135.4
chicken or turkey,"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4.7,11.2,6.8,1.4,0.9,124.9
chicken or turkey,"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4.8,12.3,6.8,1.3,0.9,129.5
chicken or turkey,"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.8,11.1,7.1,1.4,1.3,127.5
chicken or turkey,"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.8,12.2,6.7,1.3,1.2,128.6
chicken or turkey,"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",7.5,11.7,5.9,1.4,1,130.4
chicken or turkey,"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",7.6,12.9,5.9,1.3,0.9,135.1
chicken or turkey,"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4.8,11.1,7,1.7,1.8,126.8
chicken or turkey,"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4.8,12.2,7,1.6,1.7,131.4
chicken or turkey stew with potatoes and vegetables including carrots,"chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.1,7.8,2.3,1.2,1.5,76.7
chicken or turkey stew with potatoes and vegetables excluding carrots,"chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.6,8.7,2.3,1.5,1.5,81.4
chicken or turkey stew with potatoes and vegetables including carrots,"chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.3,9,2.4,1.9,2.4,83.2
chicken or turkey stew with potatoes and vegetables excluding carrots,"chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",6.8,9.8,2.3,2.2,2.4,87.7
chicken or turkey,"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",8,16.6,5.5,1.5,0.9,147.3
chicken or turkey,"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8,18.1,5.4,1.4,0.8,153.1
chicken or turkey,"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.1,13.7,5.6,1.1,0.8,129.7
chicken or turkey,"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.1,14.9,5.2,1,0.7,130.8
chicken or turkey,"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.1,13.5,5.6,1.2,1.1,128.7
chicken or turkey,"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.1,14.5,5.6,1.1,1.1,133
chicken or turkey,"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.2,13.6,5.8,1.5,1.6,131.5
chicken or turkey,"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.2,14.7,5.8,1.4,1.6,136.1
chicken or turkey chow mein or chop suey with noodles,chicken or turkey chow mein or chop suey with noodles,9.9,11.2,5.4,1.5,1.5,133.1
chicken or turkey,"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.9,14.2,6,1.1,0.7,146
chicken or turkey,"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.9,15.3,6,1.1,0.7,150.7
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.8,18.2,5.5,1,0.7,149.2
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.8,19.8,5,0.9,0.6,151.2
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.2,14.9,5.7,0.8,0.6,131.3
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.2,16,5.5,0.7,0.5,134.3
chicken or turkey,"chicken or turkey, rice, corn, and cheese, with gravy",5.7,14.4,8,0.7,1,151.8
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",9.4,8.1,6.9,1.1,1.4,132.2
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",9.6,7.8,7.2,0.8,1.5,134
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.3,14.6,5.7,0.8,1,130.3
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.3,15.7,5.3,0.8,0.9,131.4
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8,15.5,5.2,0.8,0.6,140.7
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.1,16.7,5.2,0.7,0.5,145.6
chicken or turkey,"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.3,14.8,5.5,1.1,1.4,129.9
chicken or turkey,"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.4,15.9,5.5,1,1.4,134.5
chicken or turkey pot pie,chicken or turkey pot pie,5.1,19.2,11.8,1.1,2.3,203.9
chicken or turkey,"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.1,13.3,8.7,1.3,2,160.3
chicken or turkey,"chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",7.2,14.8,8.8,1.2,1.9,166.8
chicken or turkey,"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.5,11.3,7.2,1,1.5,131.5
chicken or turkey,"chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.2,11.8,6.8,0.8,1.4,129.5
chicken or turkey,"chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",5.5,11.5,6.6,0.9,1.1,127.3
chicken or turkey,"chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",5.6,12.7,6.2,0.8,1.1,128.6
chicken fricassee,"chicken fricassee, puerto rican style",12.1,7.1,10.7,1.2,1.3,173.1
paella with seafood,paella with seafood,8,16.4,4.8,0.8,0.9,140.7
seafood stew with potatoes and vegetables excluding carrots,"seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",8.7,5.7,1.6,0.8,1.6,72.4
shrimp chow mein or chop suey with noodles,shrimp chow mein or chop suey with noodles,9,11.4,4,1.5,1.5,118
shrimp creole,"shrimp creole, with rice",10.1,11.9,3.6,0.8,1,120.8
tuna pot pie,tuna pot pie,9,16.5,13.2,1.3,1.6,220.3
tuna noodle casserole with vegetables,"tuna noodle casserole with vegetables, cream or white sauce",9,14,6.1,0.8,2.4,147.3
fish,"fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",8.4,14.2,5.2,1.1,0.7,137
fish,"fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.4,15.3,5.2,1.1,0.7,141.8
bouillabaisse,bouillabaisse,13.4,2.2,3.8,0.3,0.6,96
oyster pie,oyster pie,5.4,20,16,0.8,2.3,245.1
seafood stew with potatoes and vegetables including carrots,"seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8.8,6,1.3,0.9,1.7,71.3
tuna noodle casserole with vegetables and mushroom sauce,tuna noodle casserole with vegetables and mushroom sauce,8,13,4.4,1,1.5,123.6
codfish with starchy vegetables,"codfish with starchy vegetables, puerto rican style",3.5,18.4,5.4,2.7,2.9,136.8
stewed codfish,"stewed codfish, puerto rican style",10.9,8.5,4,1.3,1.7,113.6
biscayne codfish,"biscayne codfish, puerto rican style",9.2,11.1,12.2,1.9,1.8,191.3
stew,"stew, nfs",5.2,8.2,4,1.2,1.6,89.7
goulash,"goulash, nfs",15.3,8.7,7.4,0.9,1.6,162.6
meat pie,"meat pie, nfs",5.1,19.2,11.8,1.1,2.3,203.9
chow mein or chop suey,"chow mein or chop suey, ns as to type of meat, with noodles",9.9,11.2,5.4,1.5,1.5,133.1
paella,"paella, nfs",9.5,15.8,7.2,0.6,0.7,165.8
brunswick stew,brunswick stew,11.3,7.3,5,1.2,1,119.6
chow mein or chop suey,"chow mein or chop suey, various types of meat, with noodles",10.4,11.2,5.6,1.5,1.5,136.2
stewed variety meats,"stewed variety meats, mostly liver, puerto rican style",15.8,5.7,2.5,1,1.9,108.5
stewed tripe,"stewed tripe, with potatoes, puerto rican style",8.6,9.4,4.1,1.7,2,108.7
gumbo with rice,gumbo with rice,8.2,6.5,3.4,0.9,1.7,89.7
jambalaya with meat and rice,jambalaya with meat and rice,13.8,8.6,8,0.7,0.9,161.4
beef and vegetables including carrots,"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",11.4,3,6.7,1.4,1.3,118.2
beef and vegetables excluding carrots,"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",10,5.2,7.1,1.1,1,124.6
beef shish kabob with vegetables,"beef shish kabob with vegetables, excluding potatoes",14.7,5,4.9,0.9,2.3,122.9
beef with vegetables including carrots,"beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",8.2,4.5,7,1.7,2.5,113.8
swiss steak,swiss steak,10.8,3.6,8.1,0.9,1.2,130.4
beef rolls,"beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",20.5,6.5,9,0.7,1.2,189.3
beef with vegetables excluding carrots,"beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.7,6,7.2,1.4,2.2,119.1
beef with vegetables including carrots,"beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",7.8,5.2,7.1,1.1,1.6,116.4
beef with vegetables excluding carrots,"beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",7.8,7,7.1,1,1.5,123.5
beef and vegetables including carrots,"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",11.8,4.8,8.8,1.3,1.6,145.5
beef and broccoli,beef and broccoli,10.6,5.3,10.6,1.4,1.4,159.3
beef,"beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",7.3,4.9,7.7,1.3,1.6,118
szechuan beef,szechuan beef,7.1,7.3,5.3,1.5,2.4,105.2
hunan beef,hunan beef,7.1,7.3,5.3,1.5,2.4,105.2
beef chow mein or chop suey,"beef chow mein or chop suey, no noodles",10.8,3.8,2.6,0.8,1.8,81.9
kung pao beef,kung pao beef,18.3,4.8,14.6,1.1,1.5,223.7
