kategori,nama_makanan,protein_g,karbohidrat_g,lemak_g,serat_g,gula_g,kalori
sopa seca de fideo,"sopa seca de fideo, mexican style, made with dry noodles, home recipe",3.1,16.6,6.9,1.3,2.2,140.7
sopa de fideo aguada,"sopa de fideo aguada, mexican style noodle soup, home recipe",3.3,8.8,3.5,0.4,2.2,79.9
sopa seca de arroz,"sopa seca de arroz, home recipe, mexican style",2.3,20.8,6.4,1,1.7,150.1
sopa de tortilla,"sopa de tortilla, mexican style tortilla soup, home recipe",4.9,7.5,7.6,0.7,2.2,117.8
macaroni,"macaroni, tomatoes, and beef, baby food, ns as to strained or junior",2.4,9.4,1.3,1.2,2.3,59
macaroni,"macaroni, tomatoes, and beef, baby food, strained",2.4,9.4,1.5,1.2,2.1,60.5
macaroni,"macaroni, tomatoes, and beef, baby food, junior",2.5,9.4,1.1,1.1,2.4,57.5
macaroni with beef and tomato sauce,"macaroni with beef and tomato sauce, baby food, toddler",4.3,11.5,1.9,1.1,0.4,80.6
macaroni and cheese,"macaroni and cheese, baby food, strained",2.9,8.6,2.1,0.5,1.3,64.3
macaroni and cheese,"macaroni and cheese, baby food, toddler",3.5,11.2,2.6,0.5,0.8,82.2
spaghetti,"spaghetti, tomato sauce, and beef, baby food, junior",2.6,11.4,1.4,1.1,2.7,68.3
ravioli,"ravioli, cheese-filled, with tomato sauce, baby food, toddler",3.6,16.3,2.2,0.1,0.6,99.4
macaroni with vegetables,"macaroni with vegetables, baby food, strained",1.7,8.4,2.1,1.5,1.2,59.3
meat substitute,"meat substitute, cereal- and vegetable protein-based, fried",11.3,61.9,7,9,0.5,356
clementine,"clementine, raw",0.8,13.3,0.3,1.8,10.6,59.4
grapefruit,"grapefruit, raw",0.8,10.7,0.1,1.6,6.9,47
grapefruit,"grapefruit, canned",0.6,9.2,0.1,0.4,8.8,39.8
kumquat,"kumquat, raw",1.9,15.9,0.9,6.5,9.4,78.9
lemon,"lemon, raw",1.1,9.3,0.3,2.8,2.5,44.4
lemon pie filling,lemon pie filling,4.7,68.8,6.8,0.4,62.2,354.8
lime,"lime, raw",0.7,10.5,0.2,2.8,1.7,46.8
orange,"orange, raw",0.9,11.8,0.1,2.4,9.4,51.8
orange,"orange, canned, nfs",0.6,11.8,0,0.7,11.1,50
orange,"orange, canned, juice pack",0.6,9.6,0,0.7,8.9,41
orange,"orange, canned, in syrup",0.6,14.1,0,0.7,13.4,59
tangerine,"tangerine, raw",0.8,13.3,0.3,1.8,10.6,59.4
grapefruit juice,"grapefruit juice, 100%, freshly squeezed",0.5,9.2,0.1,0.1,9.1,39.7
grapefruit juice,"grapefruit juice, 100%, ns as to form",0.6,7.6,0.7,0.2,7.7,38.9
grapefruit juice,"grapefruit juice, 100%, canned, bottled or in a carton",0.6,7.6,0.7,0.2,7.7,38.9
grapefruit juice,"grapefruit juice, 100%, with calcium added",0.5,7.7,0.7,0.3,8,39.1
grapefruit juice,"grapefruit juice,100%, frozen, reconstituted",0.6,9.7,0.1,0.1,9.6,42
lemon juice,"lemon juice, 100%, ns as to form",0.4,6.9,0.2,0.3,2.5,31.2
lemon juice,"lemon juice, 100%, freshly squeezed",0.4,6.9,0.2,0.3,2.5,31.2
lemon juice,"lemon juice, 100%, canned or bottled",0.4,5.6,0.1,0.7,1.5,24.9
lime juice,"lime juice, 100%, ns as to form",0.4,8.4,0.1,0.4,1.7,36
lime juice,"lime juice, 100%, freshly squeezed",0.4,8.4,0.1,0.4,1.7,36
lime juice,"lime juice, 100%, canned or bottled",0.2,6.7,0.2,0.4,1.4,29.8
orange juice,"orange juice, 100%, nfs",0.7,11.4,0.1,0.3,8.3,49.6
orange juice,"orange juice, 100%,  freshly squeezed",0.7,10.4,0.2,0.2,8.4,46.2
orange juice,"orange juice, 100%, canned, bottled or in a carton",0.7,11.5,0.1,0.3,8.3,50
orange juice,"orange juice, 100%, with calcium added, canned, bottled or in a carton",0.7,11.3,0.1,0.3,8.3,48.9
orange juice,"orange juice, 100%, frozen, reconstituted",0.7,10,0.1,0.3,8.5,43.5
orange juice,"orange juice, 100%, frozen, not reconstituted",2.4,35.2,0.2,1,29.7,152.6
orange juice,"orange juice, 100%, with calcium added, frozen, reconstituted",0.7,9.7,0.1,0.3,8.5,42
tangerine juice,"tangerine juice, 100%",0.5,10.1,0.2,0.2,9.9,44.2
fruit juice blend,"fruit juice blend, citrus, 100% juice",0.4,12.2,0.1,0.2,10.6,51.2
fruit juice blend,"fruit juice blend, citrus, 100% juice, with calcium added",0.7,11.3,0.1,0.3,8.3,48.9
fruit mixture,"fruit mixture, dried",2.3,78.6,0.6,4.8,66.3,329.2
apple,"apple, dried",0.9,65.9,0.3,8.7,57.2,270.2
apricot,"apricot, dried",3.4,62.6,0.5,7.3,53.4,268.7
blueberries,"blueberries, dried",2.5,80,2.5,7.5,67.5,352.5
cherries,"cherries, dried",1.2,80.4,0.7,2.5,67.2,333.4
banana chips,banana chips,2.3,58.4,33.6,7.7,35.3,545.2
currants,"currants, dried",3.4,77,0.2,4.4,62.3,323.6
cranberries,"cranberries, dried",0.2,82.8,1.1,5.3,72.6,341.7
date,date,2.4,75,0.4,8,63.4,313.4
fig,"fig, dried",3.3,63.9,0.9,9.8,47.9,277.1
mango,"mango, dried",2.4,78.6,1.2,2.4,66.3,334.7
papaya,"papaya, dried",1.2,75.4,0.8,4.5,67.6,314.3
peach,"peach, dried",3.6,61.3,0.8,8.2,41.7,266.6
pear,"pear, dried",1.9,69.7,0.6,7.5,62.2,292
persimmon,"persimmon, dried",1.5,96.1,0.7,9.6,80.1,396.4
pineapple,"pineapple, dried",1.4,81.5,0.5,3.7,72.9,336.1
prune,"prune, dried",2.2,63.9,0.4,7.1,38.1,267.7
raisins,raisins,3.3,79.3,0.2,4.5,65.2,332.7
tamarind,"tamarind, dried",2.5,66.2,0.6,4.6,44.9,280
fruit,"fruit, nfs",0.8,16,0.2,2.1,10.8,69
fruit,"fruit, pickled",0.6,15.3,0.2,1.4,13.7,65.7
apple,"apple, raw",0.3,13.8,0.2,2.4,10.4,57.8
applesauce,"applesauce, regular",0.2,17.5,0.2,1.2,14.7,72.1
applesauce,"applesauce, unsweetened",0.2,11.3,0.1,1.1,9.4,46.7
applesauce,"applesauce, flavored",0.2,17.5,0.2,1.2,14.7,72.1
apple pie filling,apple pie filling,0.1,26.1,0.1,1,13.8,105.7
apple,"apple, baked",0.3,22.7,3,2.5,19,119.4
apricot,"apricot, raw",1.4,11.1,0.4,2,9.2,53.6
apricot,"apricot, canned",0.6,13.8,0.2,1.5,12.4,59.5
avocado,"avocado, raw",2,8.5,14.7,6.7,0.7,174.1
banana,"banana, raw",1.1,22.8,0.3,2.6,12.2,98.7
banana,"banana, fried",1.2,32.3,3.2,2.8,20.9,162.7
cantaloupe,"cantaloupe, raw",0.8,8.2,0.2,0.8,7.9,37.5
starfruit,"starfruit, raw",1,6.7,0.3,2.8,4,34.1
cassaba melon,"cassaba melon, raw",1.1,6.6,0.1,0.9,5.7,31.7
cherries,"cherries, maraschino",0.2,42,0.2,3.2,38.8,170.6
cherry pie filling,cherry pie filling,0.6,28.6,0.9,0.9,25,125
cherries,"cherries, raw",1.1,16,0.2,2.1,12.8,70.1
cherries,"cherries, canned",0.7,18.8,0.1,1.4,17.4,79.3
cherries,"cherries, frozen",1.1,16,0.2,2.1,12.8,70.1
fig,"fig, raw",0.8,19.2,0.3,2.9,16.3,82.4
fig,"fig, canned",0.6,19.4,0.2,2.2,17.2,81.8
grapes,"grapes, raw",0.7,18.1,0.2,0.9,15.5,76.7
guava,"guava, raw",2.6,14.3,1,5.4,8.9,76
kiwi fruit,"kiwi fruit, raw",1.1,14,0.4,3,9,64.2
lychee,lychee,0.8,16.5,0.4,1.3,15.2,73.4
honeydew melon,"honeydew melon, raw",0.5,9.1,0.1,0.8,8.1,39.8
mango,"mango, raw",0.8,15,0.4,1.6,13.7,66.6
mango,"mango, canned",0.6,16.2,0.3,1.2,15.2,70.1
mango,"mango, frozen",0.8,15,0.4,1.6,13.7,66.6
nectarine,"nectarine, raw",1.1,9.2,0.3,1.5,7.9,43.5
papaya,"papaya, raw",0.5,10.8,0.3,1.7,7.8,47.5
papaya,"papaya, canned",0.4,13.1,0.2,1.3,10.9,55.7
passion fruit,"passion fruit, raw",2.2,23.4,0.7,10.4,11.2,108.6
peach,"peach, raw",0.9,10.1,0.3,1.5,8.4,46.5
peach,"peach, canned, nfs",0.4,11.9,0.1,1.2,10.6,50.3
peach,"peach, canned, in syrup",0.4,13.6,0.1,1.2,12.4,56.7
peach,"peach, canned, juice pack",0.4,10.3,0.1,1.2,8.9,43.9
peach,"peach, frozen",0.9,10.1,0.3,1.5,8.4,46.5
pear,"pear, raw",0.4,15.2,0.1,3.1,9.8,63.6
pear,"pear, asian, raw",0.5,10.6,0.2,3.6,7,46.7
pear,"pear, canned, nfs",0.2,13.5,0.1,1.5,11.8,55.2
pear,"pear, canned, in syrup",0.2,15.2,0,1.5,13.6,61.8
pear,"pear, canned, juice pack",0.2,11.8,0.1,1.5,10,48.7
persimmon,"persimmon, raw",0.6,18.6,0.2,3.6,12.5,78.4
pineapple,"pineapple, raw",0.5,13.1,0.1,1.4,9.8,55.7
pineapple,"pineapple, canned, nfs",0.4,13.9,0.1,0.7,13.1,58.4
pineapple,"pineapple, canned, in syrup",0.4,15.6,0.1,0.7,14.9,65
pineapple,"pineapple, canned, juice pack",0.4,12.2,0.1,0.8,11.3,51.7
pineapple,"pineapple, frozen",0.5,13.1,0.1,1.4,9.8,55.7
plum,"plum, raw",0.7,11.4,0.3,1.4,9.9,51
plum,"plum, canned",0.5,13.5,0.2,1,12.4,58.3
pomegranate,"pomegranate, raw",1.7,18.7,1.2,4,13.7,92
rhubarb,rhubarb,0.8,17.4,0.2,1.6,14.4,75
tamarind,tamarind,2.8,62.5,0.6,5.1,38.8,266.6
watermelon,"watermelon, raw",0.6,7.6,0.2,0.4,6.2,34
berries,"berries, nfs",0.7,9.7,0.3,2.1,6.4,44.4
blackberries,"blackberries, raw",1.4,9.6,0.5,5.3,4.9,48.4
blackberries,"blackberries, frozen",1.2,15.7,0.4,5,10.7,71.3
blueberries,"blueberries, raw",0.7,14.5,0.3,2.4,10,63.9
bluberries,"bluberries, canned",1,22.7,0.4,2.6,17.4,98.4
blueberries,"blueberries, frozen",0.4,12.2,0.6,2.7,8.4,56.1
blueberry pie filling,blueberry pie filling,0.4,44.4,0.2,2.6,37.8,181
cranberries,"cranberries, raw",0.5,12,0.1,3.6,4.3,50.9
cranberry sauce,cranberry sauce,0.9,40.4,0.2,1.1,31.8,166.5
raspberries,"raspberries, raw",1.2,11.9,0.6,6.5,4.4,58.4
raspberries,"raspberries, frozen",1.2,11.9,0.6,6.5,4.4,58.4
strawberries,"strawberries, raw",0.7,7.7,0.3,2,4.9,36.1
strawberries,"strawberries, canned",0.6,23.5,0.3,1.7,21.8,98.7
strawberries,"strawberries, frozen",0.4,9.1,0.1,2.1,4.6,39.2
ambrosia,ambrosia,0.9,16.2,1,2.3,11.6,76.9
fruit salad,"fruit salad, fresh or raw,  excluding citrus fruits, no dressing",0.7,13.7,0.2,1.7,9.5,59.5
fruit salad,"fruit salad, fresh or raw, including citrus fruits, no dressing",0.8,13.3,0.2,1.9,9.5,58
fruit cocktail,"fruit cocktail, canned, nfs",0.4,14.1,0.1,0.9,13.1,58.8
fruit cocktail,"fruit cocktail, canned, in syrup",0.4,15.8,0.1,0.9,14.9,65.4
fruit cocktail,"fruit cocktail, canned, juice pack",0.4,12.4,0.1,0.9,11.3,52.2
fruit mixture,"fruit mixture, frozen",0.7,11.1,0.2,1.5,8.9,49.1
apple salad with dressing,apple salad with dressing,1.5,12.2,13.9,2.1,8.9,179.8
apple,"apple, candied",1.3,29.6,2.2,1.8,24.2,143.2
fruit,"fruit, chocolate covered",1.4,19.9,6.8,2.8,15.7,146.2
fruit salad,"fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1.9,13.4,20.3,1.9,8.7,243.9
fruit salad,"fruit salad, excluding citrus fruits, with whipped cream",2.2,14.9,10.3,2.1,9.8,161
fruit salad,"fruit salad, excluding citrus fruits, with nondairy whipped topping",2.1,17.1,8.2,2.2,11.7,150.6
fruit salad,"fruit salad, excluding citrus fruits, with marshmallows",1.9,17.4,19.1,1.8,11.6,249.2
fruit salad,"fruit salad, including citrus fruits, with pudding",2,17.5,6,2.1,12,132.2
fruit salad,"fruit salad, excluding citrus fruits, with pudding",2,17.9,6.1,1.8,12.1,134.6
fruit salad,"fruit salad, including citrus fruits, with salad dressing or mayonnaise",2,13.1,19.9,2.1,8.6,239.2
fruit salad,"fruit salad, including citrus fruit, with whipped cream",2.3,14.5,10,2.3,9.6,157.7
fruit salad,"fruit salad, including citrus fruits, with nondairy whipped topping",2.1,16.6,8,2.4,11.5,147.3
fruit salad,"fruit salad, including citrus fruits, with marshmallows",2,17,18.8,2,11.4,244.6
lime souffle,lime souffle,8.8,39.8,14.6,1.3,37.4,325.9
guacamole,"guacamole, nfs",2,8.4,14.2,6.5,0.7,169.2
guacamole with tomatoes,guacamole with tomatoes,1.9,8.1,13.1,6.1,0.9,157.6
chutney,chutney,0.3,60.6,0.1,1,42.7,244.3
pineapple salad with dressing,pineapple salad with dressing,0.6,11.9,5.7,1.3,8.9,101.3
soup,"soup, fruit",0.6,7,0.1,0.8,5.9,31.4
frozen fruit juice bar,frozen fruit juice bar,0.8,25.4,0.1,0.5,22.6,105.4
frozen fruit juice bar,"frozen fruit juice bar, no sugar added",0.1,7.4,0,0.1,3.1,30
sorbet,sorbet,0.8,27.1,0,0.5,25.8,112.1
fruit juice,"fruit juice, nfs",0.2,12.5,0.1,0.2,10.9,51.6
fruit juice blend,"fruit juice blend, 100% juice",0.2,12.5,0.1,0.2,10.9,51.6
cranberry juice blend,"cranberry juice blend, 100% juice",0.2,12.5,0.1,0.2,10.9,51.6
cranberry juice blend,"cranberry juice blend, 100% juice, with calcium added",0.3,10.9,0.1,0.1,9.8,45.8
apple cider,apple cider,0.1,11.3,0.1,0.2,9.6,46.8
apple juice,"apple juice, 100%",0.1,11.3,0.1,0.2,9.6,46.8
apple juice,"apple juice, 100%, with calcium added",0.1,11.5,0.2,0.3,9.5,48
blackberry juice,"blackberry juice, 100%",0.3,7.8,0.6,0.1,7.7,37.8
blueberry juice,blueberry juice,0.5,9.4,0.2,1.6,6.5,41.5
cranberry juice,"cranberry juice, 100%, not a blend",0.4,12.2,0.1,0.1,12.1,51.5
grape juice,"grape juice, 100%",0.4,14.8,0.1,0.2,14.2,61.7
grape juice,"grape juice, 100%, with calcium added",0.4,14.8,0.1,0.2,14.2,61.7
papaya juice,"papaya juice, 100%",0.2,14.5,0.2,0.6,13.9,60.1
passion fruit juice,"passion fruit juice, 100%",0.4,13.6,0,0.2,13.4,56.4
pineapple juice,"pineapple juice, 100%",0.4,12.9,0.1,0.2,10,54
pomegranate juice,"pomegranate juice, 100%",0.2,13.1,0.3,0.1,12.6,55.7
prune juice,"prune juice, 100%",0.6,17.4,0,1,16.4,72.5
strawberry juice,"strawberry juice, 100%",0.3,7.8,0.6,0.1,7.7,37.8
watermelon juice,"watermelon juice, 100%",0.6,7.6,0.2,0.4,6.2,34
fruit smoothie,"fruit smoothie, with whole fruit, no dairy",0.6,13.1,0.3,1.7,8.2,57.4
fruit smoothie,"fruit smoothie, with whole fruit, no dairy, added protein",6.3,12.6,0.4,1.8,7.6,78.8
fruit smoothie,"fruit smoothie, with whole fruit, non-dairy",1.5,11.7,1,1.3,5,61.4
fruit smoothie juice drink,"fruit smoothie juice drink, no dairy",0.6,12.4,0.2,1.2,7.7,53.5
fruit smoothie,"fruit smoothie, light",2.6,9.7,0.6,1.1,7,54.9
fruit smoothie,"fruit smoothie, bottled",0.5,11.7,0.3,0.6,10,51
fruit nectar,"fruit nectar, nfs",0.1,13.1,0.1,0.3,12.4,53.5
apricot nectar,apricot nectar,0.2,13.6,0.4,0.1,12.8,59.2
banana nectar,banana nectar,0.4,18,0.2,0.9,14.3,74.7
cantaloupe nectar,cantaloupe nectar,0.3,15.6,0.1,0.3,15.6,64.9
guava nectar,guava nectar,0.3,13.3,0.1,1.2,10.2,55
mango nectar,mango nectar,0.1,13.1,0.1,0.3,12.4,53.5
peach nectar,peach nectar,0.1,11.6,0.6,0.1,12.1,52
papaya nectar,papaya nectar,0.2,14.5,0.2,0.6,13.9,60.1
passion fruit nectar,passion fruit nectar,0.2,17.4,0.1,0.1,17.3,70.7
pear nectar,pear nectar,0.1,15.8,0,0.6,15.2,63.6
soursop,"soursop, nectar",0.1,14.9,0.2,0.1,13.1,61.7
vinegar,vinegar,0,0.9,0,0,0.4,3.7
fruit,"fruit, baby food, nfs",0.2,10.8,0.2,1.7,9.9,45.8
fruit bar,"fruit bar, with added vitamin c, baby food, toddler",0.8,76.6,2.2,2,68.6,329.9
tropical fruit medley,"tropical fruit medley, baby food, strained",0.3,12.2,0.1,1.3,9.8,51.4
apples,"apples, baby food, toddler",0.2,11.6,0.4,1.9,10.5,50.2
apple-raspberry,"apple-raspberry, baby food, ns as to strained or junior",0.2,16,0.2,2,12.2,66.5
apple-raspberry,"apple-raspberry, baby food, strained",0.2,15.6,0.2,2.1,13,65
apple-raspberry,"apple-raspberry, baby food, junior",0.2,16,0.2,2,10.9,66.6
applesauce,"applesauce, baby food, ns as to strained or junior",0.1,10.6,0.1,1.7,9.2,43.5
applesauce,"applesauce, baby food, strained",0.2,10.8,0.2,1.7,9.9,45.8
applesauce,"applesauce, baby food, junior",0,10.3,0,1.7,8.5,41.2
applesauce and apricots,"applesauce and apricots, baby food, ns as to strained or junior",0.2,12,0.2,1.8,9,50.7
applesauce and apricots,"applesauce and apricots, baby food, strained",0.2,11.6,0.2,1.8,9.2,49.2
applesauce and apricots,"applesauce and apricots, baby food, junior",0.2,12.4,0.2,1.8,8.7,52.2
applesauce with bananas,"applesauce with bananas, baby food, ns as to strained or junior",0.4,16.2,0.1,1.6,4.4,67
applesauce with bananas,"applesauce with bananas, baby food, strained",0.4,16.2,0.1,1.6,4.4,67
applesauce with bananas,"applesauce with bananas, baby food, junior",0.4,16.2,0.1,1.6,4.4,67
applesauce with cherries,"applesauce with cherries, baby food, strained",0,14.1,0,1.1,10.8,56.4
applesauce with cherries,"applesauce with cherries, baby food, junior",0,14.1,0,1.1,10.6,56.4
applesauce with cherries,"applesauce with cherries, baby food, ns as to strained or junior",0,14.1,0,1.1,10.7,56.4
bananas,"bananas, baby food, strained",1,21.3,0.2,1.6,11.4,91.2
bananas with apples and pears,"bananas with apples and pears, baby food, strained",0.9,19.3,0.2,1.4,12.8,82.8
bananas with orange,"bananas with orange, baby food, strained",1.1,20.4,0,2.1,14.3,85.9
banana with mixed berries,"banana with mixed berries, baby food, strained",1,21.3,0.4,1,15,92.5
peaches,"peaches, baby food, ns as to strained or junior",0.9,14.5,0.3,1.3,11.5,64.6
peaches,"peaches, baby food, strained",0.9,14.5,0.3,1.3,11.5,64.6
peaches,"peaches, baby food, junior",0.9,14.5,0.3,1.3,11.5,64.6
peaches,"peaches, baby food, toddler",0.5,11.8,0.2,0.8,9.5,51
pears,"pears, baby food, ns as to strained or junior",0.3,11.2,0.2,2.8,7.2,47.4
pears,"pears, baby food, strained",0.3,10.8,0.2,2.8,7,46.2
pears,"pears, baby food, junior",0.3,11.6,0.1,2.8,7.3,48.5
pears,"pears, baby food, toddler",0.3,13.6,0.1,1.2,8.7,56.5
prunes,"prunes, baby food, strained",1,23.5,0.2,2.7,14.3,99.9
apples and pears,"apples and pears, baby food, ns as to strained or junior",0.2,10.9,0.1,2.2,8.2,45.4
apples and pears,"apples and pears, baby food, strained",0.2,10.8,0.2,2.2,8.4,46
apples and pears,"apples and pears, baby food, junior",0.2,11,0,2.2,7.9,44.8
pears and pineapple,"pears and pineapple, baby food, ns as to strained or junior",0.3,11.2,0.2,2.6,7.6,47.2
pears and pineapple,"pears and pineapple, baby food, strained",0.3,10.9,0.1,2.6,7.8,45.7
pears and pineapple,"pears and pineapple, baby food, junior",0.3,11.4,0.2,2.6,7.4,48.6
apple juice,"apple juice, baby food",0,11.7,0.1,0.1,10.7,47.7
apple juice,"apple juice, with added calcium, baby food",0.1,11.1,0.1,0.4,9,45.5
apple-fruit juice blend,"apple-fruit juice blend, baby food",0.2,18.1,0.1,0.1,10.6,74.1
apple-banana juice,"apple-banana juice, baby food",0.2,12.3,0.1,0.2,11,50.9
apple-cherry juice,"apple-cherry juice, baby food",0.2,11.2,0.1,0.3,10.5,46.5
apple-grape juice,"apple-grape juice, baby food",0.1,11.3,0.2,0.1,10.9,47.6
apple-peach juice,"apple-peach juice, baby food",0.2,10.5,0.1,0.1,9.6,43.7
apple-prune juice,"apple-prune juice, baby food",0.2,18.1,0.1,0.1,10.6,74.1
grape juice,"grape juice, baby food",0,15.4,0,0,15.3,61.5
mixed fruit juice,"mixed fruit juice, not citrus, baby food",0.1,11.7,0.1,0.1,8.5,48.1
mixed fruit juice,"mixed fruit juice, not citrus, with added calcium, baby food",0.2,12.7,0.1,0.4,10.6,52.5
orange juice,"orange juice, baby food",0.6,10.2,0.3,0.1,8.3,45.9
orange-apple-banana juice,"orange-apple-banana juice, baby food",0.4,11.5,0.1,0.1,10,48.5
pear juice,"pear juice, baby food",0,11.9,0,0.1,7.3,47.4
apple-sweet potato juice,"apple-sweet potato juice, baby food",0.3,11.4,0.1,0.5,9.6,47.7
orange-carrot juice,"orange-carrot juice, baby food",0.5,9.9,0.1,0.4,8.4,42.5
banana juice with lowfat yogurt,"banana juice with lowfat yogurt, baby food",2.5,17.5,0.8,0.4,13.3,87.4
mixed fruit juice with lowfat yogurt,"mixed fruit juice with lowfat yogurt, baby food",2.4,14.7,0.8,0.4,10.8,75.5
fruit juice and water drink,"fruit juice and water drink, with high vitamin c and added calcium, baby food",0,7.4,0,0,6.1,29.4
plums,"plums, baby food, ns as to strained or junior",0.1,20.1,0,1.2,13.5,80.8
plums,"plums, baby food, strained",0.1,19.7,0,1.2,13.3,79.2
plums,"plums, baby food, junior",0.1,20.5,0,1.2,13.6,82.4
plums,"plums, bananas, and rice, baby food strained",1.1,12.7,0.3,1.3,9.3,57.9
prunes with oatmeal,"prunes with oatmeal, baby food, strained",0.6,18.5,0.1,2.7,11,77.3
apricots,"apricots, baby food, ns as to strained or junior",0.3,16.8,0,1.5,1.4,68.4
apricots,"apricots, baby food, strained",0.3,16.3,0,1.5,1.4,66.4
apricots,"apricots, baby food, junior",0.3,17.3,0,1.5,1.4,70.4
bananas,"bananas, baby food, ns as to strained or junior",0.4,16.6,0.2,1.6,3.7,69.1
bananas,"bananas, baby food, junior",0.4,17.8,0.2,1.6,7.1,74.6
bananas and pineapple,"bananas and pineapple, baby food, ns as to strained or junior",0.2,18.1,0,1.6,9.6,73.6
bananas and pineapple,"bananas and pineapple, baby food, strained",0.2,17.8,0,1.6,10.7,72
bananas and pineapple,"bananas and pineapple, baby food, junior",0.2,18.4,0.1,1.6,8.4,75.3
bananas and strawberry,"bananas and strawberry, baby food, junior",0.7,25.8,0.4,1.4,19.3,109.3
fruit dessert,"fruit dessert, baby food, ns as to strained or junior",0.3,16.6,0,0.6,12.3,67.6
fruit dessert,"fruit dessert, baby food, strained",0.3,16,0,0.6,12.6,65.2
fruit dessert,"fruit dessert, baby food, junior",0.3,17.2,0,0.6,12,70
fruit supreme dessert,"fruit supreme dessert, baby food",0.5,17.2,0.2,2,14.9,72.5
apple yogurt dessert,"apple yogurt dessert, baby food, strained",0.8,19.5,1.6,0.5,12,95.6
banana apple dessert,"banana apple dessert, baby food, strained",0.3,16.3,0.2,1,14.7,68.2
blueberry yogurt dessert,"blueberry yogurt dessert, baby food, strained",0.5,17,0.7,0.4,13.6,76.5
mixed fruit yogurt dessert,"mixed fruit yogurt dessert, baby food, strained",0.8,16.2,0.8,0.4,11.7,75.3
cherry cobbler,"cherry cobbler, baby food, junior",0.3,19.2,0.1,0.2,10.4,78.9
peach cobbler,"peach cobbler, baby food, ns as to strained or junior",0.3,18,0,0.7,11.3,73.4
peach cobbler,"peach cobbler, baby food, strained",0.3,17.8,0,0.7,10.6,72.4
peach cobbler,"peach cobbler, baby food, junior",0.3,18.3,0,0.7,11.9,74.4
banana pudding,"banana pudding, baby food, strained",1,14.1,0.8,0.8,10.6,67.8
banana yogurt dessert,"banana yogurt dessert, baby food, strained",1.1,17.4,0.5,0.5,12.2,78.5
cherry vanilla pudding,"cherry vanilla pudding, baby food, strained",0.2,18.1,0.2,0.3,13.1,75.4
dutch apple dessert,"dutch apple dessert, baby food, ns as to strained or junior",0.2,19.5,0.3,1.4,17.9,81.2
dutch apple dessert,"dutch apple dessert, baby food, strained",0.2,19.7,0.4,1.4,17.9,83.4
dutch apple dessert,"dutch apple dessert, baby food, junior",0.2,19.2,0.2,1.4,17.9,79
peach yogurt dessert,"peach yogurt dessert, baby food, strained",0.9,17.6,0.2,0.4,11.1,75.6
pineapple dessert,"pineapple dessert, baby food, strained",1.3,20.3,0.3,0.7,10.3,89.1
mango dessert,"mango dessert, baby food",0.3,19,0.2,1.1,13,79
tutti-fruitti pudding,"tutti-fruitti pudding, baby food, ns as to strained or junior",0.4,15.7,0.4,0.5,9.4,67.7
tutti-fruitti pudding,"tutti-fruitti pudding, baby food, strained",0.4,15.5,0.3,0.6,9.3,66.2
tutti-fruitti pudding,"tutti-fruitti pudding, baby food, junior",0.4,16,0.4,0.4,9.4,69.2
fruit flavored snack,"fruit flavored snack, baby food",0,86.7,0,0,57.4,346.9
yogurt and fruit snack,"yogurt and fruit snack, baby food",14.3,71.8,4,2.3,57.1,380.4
apples and chicken,"apples and chicken, baby food, strained",2.2,10.9,1.4,1.8,6.1,64.6
apples with ham,"apples with ham, baby food, strained",2.6,10.9,0.9,1.8,8,62.1
apples and sweet potatoes,"apples and sweet potatoes, baby food, strained",0.3,15.3,0.2,1.4,11.6,64.4
potato,"potato, nfs",1.9,20.4,4.2,1.4,1.6,127.4
potato,"potato, baked, nfs",2,21.4,0.1,1.5,1.7,94.5
potato,"potato, baked, peel not eaten",2,21.4,0.1,1.5,1.7,94.5
potato,"potato, boiled, nfs",1.9,20.4,4.2,1.4,1.6,127.4
potato,"potato, boiled, ready-to-heat",1.9,20.4,4.2,1.4,1.6,127.4
potato,"potato, boiled, from fresh, peel not eaten, ns as to fat",1.9,20.4,4.2,1.4,1.6,127.4
potato,"potato, boiled, from fresh, peel not eaten, no added fat",2,21.5,0.1,1.5,1.7,94.5
potato,"potato, boiled, from fresh, peel not eaten, fat added, ns as to fat type",1.9,20.4,4.2,1.4,1.6,127.4
potato,"potato, boiled, from fresh, peel not eaten, made with oil",1.9,20.4,4.8,1.4,1.6,132.8
potato,"potato, boiled, from fresh, peel not eaten, made with butter",1.9,20.4,3.9,1.4,1.6,124.9
potato,"potato, boiled, from fresh, peel not eaten, made with margarine",1.9,20.5,3.2,1.4,1.6,118
potato,"potato, boiled, from fresh, peel eaten, ns as to fat",2.4,20.1,4.3,2.1,1.1,128.3
potato,"potato, boiled, from fresh, peel eaten, fat added, ns as to fat type",2.4,20.1,4.3,2.1,1.1,128.3
potato,"potato, boiled, from fresh,  peel eaten, no addded fat",2.5,21.1,0.1,2.2,1.2,95.4
potato,"potato, boiled, from fresh, peel eaten, made with oil",2.4,20.1,4.9,2.1,1.1,133.6
potato,"potato, boiled, from fresh, peel eaten, made with butter",2.4,20.1,4,2.1,1.1,125.6
potato,"potato, boiled, from fresh, peel eaten, made with margarine",2.4,20.1,3.2,2.1,1.1,118.8
potato,"potato, canned, ns as to fat",1.3,12.9,4.3,2.3,0.6,96
potato,"potato, canned, fat added, ns as to fat type",1.3,12.9,4.3,2.3,0.6,96
